"species","strata","yrs","ymeans","yn","ysd","yse"
21740,"10",1991,-0.0417036770486317,52,0.155544871108549,0.021570192631435
21740,"10",1999,-0.0377998927002741,125,0.151906008411352,0.0135868864399375
21740,"10",2000,-0.0287197332826945,37,0.126093359892009,0.0207296206721762
21740,"10",2001,-0.0143756158103169,131,0.129005861876009,0.0112712944854123
21740,"10",2002,0.00343466762388448,96,0.117241689645949,0.0119659298422633
21740,"10",2003,-0.0432727004357036,48,0.128315668336904,0.0185207714138896
21740,"10",2004,-0.0617913624485939,154,0.145518656248089,0.0117262274898825
21740,"10",2005,-0.0875351629858908,78,0.148068453135326,0.0167654508966445
21740,"10",2006,-0.00527068909090625,66,0.13215824599372,0.0162675555445804
21740,"10",2007,0.0841269370809185,20,0.161182714224469,0.0360415505803835
21740,"10",2008,0.0751311506073469,44,0.147222730722137,0.0221946617462208
21740,"10",2009,0.115382779447468,30,0.107999425727124,0.0197179072227832
21740,"10",2010,0.0572266374721128,50,0.142585107350756,0.0201645792607863
21740,"10",2011,0.0612588264282928,62,0.144144245393249,0.0183063374712892
21740,"10",2012,-0.0143080870866361,95,0.127936050128142,0.0131259617882755
21740,"10",2013,0.0363054274207333,52,0.110560454133387,0.015331976400635
21740,"10",2014,0.0304624487991368,136,0.113506684386943,0.00973311788828905
21740,"10",2015,-0.0344339323574126,194,0.0967909839295173,0.00694918765928354
21740,"10",2016,-0.0553792174401219,185,0.109391444306499,0.00804261893860985
21740,"10",2017,-0.14231267688797,165,0.116312016472828,0.00905487820173944
21740,"10",2018,-0.0626294889750051,169,0.106098017056953,0.00816138592745794
21740,"20",1991,-0.00215799406109217,23,0.143810002883518,0.029986458486803
21740,"20",1999,-0.0290198128829022,37,0.115070195448308,0.0189174236007313
21740,"20",2000,-0.028748684060243,86,0.103778227702921,0.0111906940913439
21740,"20",2001,-0.00610746397921874,39,0.0986404145318141,0.0157951074695479
21740,"20",2002,-0.0288548942498887,65,0.159227354696438,0.0197497226791144
21740,"20",2003,0.023249839340834,198,0.131779744634619,0.00936517865242008
21740,"20",2004,-0.0941689391110187,169,0.130895408181912,0.0100688775524548
21740,"20",2005,-0.0984497548413417,85,0.156711184738715,0.0169977145253367
21740,"20",2006,-0.112227393632638,60,0.215064160337441,0.0277646637117664
21740,"20",2007,-0.0700808410220381,13,0.216330024488204,0.0599991535165078
21740,"20",2008,0.0805247758977161,18,0.116170973839828,0.0273817611263959
21740,"20",2009,-0.0272840714581594,42,0.193796052293518,0.0299033800783186
21740,"20",2010,0.058814257028147,33,0.101622923295151,0.0176902802785856
21740,"20",2011,-0.0287243266820129,38,0.114078933745472,0.0185060467532725
21740,"20",2012,-0.07205521510329,48,0.175076061269587,0.0252700527756639
21740,"20",2013,-0.0176949265888131,31,0.0801743688326216,0.0143997417289891
21740,"20",2014,0.0230541158213009,83,0.0979793326374436,0.0107546289412327
21740,"20",2015,-0.0813811599101919,118,0.101617017272069,0.0093546046847202
21740,"20",2016,-0.0612969950439919,116,0.130524485301277,0.0121188942192031
21740,"20",2017,-0.139025790806426,90,0.0930252031474387,0.00980571739152569
21740,"20",2018,-0.115294766652326,85,0.105932871197637,0.011490033123474
21740,"30",1991,0.013608873118448,315,0.139367755264857,0.00785248342227045
21740,"30",1999,-0.105166736670509,320,0.11130569597205,0.00622217756191071
21740,"30",2000,-0.0238143162118052,404,0.100973418872549,0.00502361535004185
21740,"30",2001,-0.0109623411435719,392,0.0938988223030199,0.00474260671399257
21740,"30",2002,-0.00526151142235486,601,0.112460953978442,0.00458737799707943
21740,"30",2003,0.0460237966913985,432,0.118471220791378,0.00569994926792716
21740,"30",2004,0.0384643190703522,373,0.121486661349355,0.00629034088375299
21740,"30",2005,-0.0107371656302318,311,0.1478317169648,0.00838276760596197
21740,"30",2006,0.000467823820361371,361,0.122197267918107,0.00643143515358457
21740,"30",2007,0.0421237254769529,287,0.121018369724689,0.0071434884973849
21740,"30",2008,0.0293973486006046,295,0.122072313345592,0.00710732486457871
21740,"30",2009,0.0338241591338285,219,0.12588117680947,0.00850626164070736
21740,"30",2010,0.0824102504525367,272,0.105694702193099,0.00640868266485811
21740,"30",2011,0.030320848157912,353,0.101316853259573,0.00539255198102442
21740,"30",2012,-0.00664211025285087,376,0.0965366207462741,0.00497849608398673
21740,"30",2013,0.0368957013780468,345,0.0967840017847993,0.00521067549697011
